Commit Message,predict
set name,0
abort if no data is provided,0
sample test data from train if none is provided,0
sample dev data from train if none is provided,0
set train dev and test data,0
find out empty sentence indices,0
create subset of non-empty sentence indices,0
find out empty sentence indices,0
create subset of non-empty sentence indices,0
"first, determine the datapoint type by going through dataset until first label is found",0
count all label types per sentence,0
go through all labels of label_type and count values,0
special handling for Token-level annotations. Add all untagged as 'O' label,0
"if an unk threshold is set, UNK all label values below this threshold",0
sample randomly from a label distribution according to the probabilities defined by the noise transition matrix,0
replace the old label with the new one,0
keep track of the old (clean) label using another label type category,0
keep track of how many labels in total are flipped,0
sample randomly from a label distribution according to the probabilities defined by the desired noise share,0
replace the old label with the new one,0
keep track of the old (clean) label using another label type category,0
keep track of how many labels in total are flipped,0
"add a dummy ""O"" to close final prediction",0
return complex list,0
internal variables,0
non-set tags are OUT tags,0
anything that is not OUT is IN,0
does this prediction start a new span?,0
B- and S- always start new spans,0
"if the predicted class changes, I- starts a new span",0
"if the predicted class changes and S- was previous tag, start a new span",0
if an existing span is ended (either by reaching O or starting a new span),0
determine score and value,0
append to result list,0
reset for-loop variables for new span,0
remember previous tag,0
global variable: cache_root,0
Get the device from the environment variable,0
global variable: device,0
"No need for correctness checks, torch is doing it",0
global variable: version,0
global variable: arrow symbol,0
Attach optimizer,0
"convert `metrics` to float, in case it's a zero-dim Tensor",0
if storage mode option 'none' delete everything,0
"if dynamic embedding keys not passed, identify them automatically",0
always delete dynamic embeddings,0
"if storage mode is ""cpu"", send everything to CPU (pin to memory if we train on GPU)",0
add tokens before the entity,0
add new entity tokens,0
add any remaining tokens to a new chunk,0
optional metric space decoder if prototypes have different length than embedding,0
create initial prototypes for all classes (all initial prototypes are a vector of all 1s),0
"if set, create initial prototypes from normal distribution",0
"if set, use a radius",0
all parameters will be pushed internally to the specified device,0
decode embeddings into prototype space,0
"if unlabeled distance is set, mask out loss to unlabeled class prototype",0
all parameters will be pushed internally to the specified device,0
Reset prototype updates,0
verbalize BIOES labels,0
"if label is not BIOES, use label itself",0
Always include the name of the Model class for which the state dict holds,0
"this seems to just return model name, not a model with that name",0
"write out a ""model card"" if one is set",0
save model,0
"if this class is abstract, go through all inheriting classes and try to fetch and load the model",0
get all non-abstract subclasses,0
"try to fetch the model for each subclass. if fetching is possible, load model and return it",0
"skip any invalid loadings, e.g. not found on HuggingFace hub",0
"if the model cannot be fetched, load as a file",0
try to get model class from state,0
"older (flair 11.3 and below) models do not contain cls information. In this case, try all subclasses",0
"skip any invalid loadings, e.g. not found on HuggingFace hub",0
"if this class is not abstract, fetch the model and load it",0
"make sure <unk> is contained in gold_label_dictionary, if given",0
"read Dataset into data loader, if list of sentences passed, make Dataset first",0
loss calculation,0
variables for printing,0
variables for computing scores,0
remove any previously predicted labels,0
predict for batch,0
get the gold labels,0
add to all_predicted_values,0
make printout lines,0
convert true and predicted values to two span-aligned lists,0
delete excluded labels if exclude_labels is given,0
"if after excluding labels, no label is left, ignore the datapoint",0
write all_predicted_values to out_file if set,0
make the evaluation dictionary,0
check if this is a multi-label problem,0
compute numbers by formatting true and predicted such that Scikit-Learn can use them,0
multi-label problems require a multi-hot vector for each true and predicted label,0
single-label problems can do with a single index for each true and predicted label,0
"now, calculate evaluation numbers",0
there is at least one gold label or one prediction (default),0
compute accuracy separately as it is not always in classification_report (e.g. when micro avg exists),0
"if there is only one label, then ""micro avg"" = ""macro avg""",0
"The ""micro avg"" appears only in the classification report if no prediction is possible.",0
"Otherwise, it is identical to the ""macro avg"". In this case, we add it to the report.",0
"Create and populate score object for logging with all evaluation values, plus the loss",0
issue error and default all evaluation numbers to 0.,0
check if there is a label mismatch,0
print info,0
set the embeddings,0
initialize the label dictionary,0
initialize the decoder,0
set up multi-label logic,0
init dropouts,0
loss weights and loss function,0
Initialize the weight tensor,0
set up gradient reversal if so specified,0
embed sentences,0
get a tensor of data points,0
do dropout,0
make a forward pass to produce embedded data points and labels,0
get the data points for which to predict labels,0
get their gold labels as a tensor,0
pass data points through network to get encoded data point tensor,0
"decode, passing label tensor if needed, such as for prototype updates",0
an optional masking step (no masking in most cases),0
calculate the loss,0
filter empty sentences,0
reverse sort all sequences by their length,0
progress bar for verbosity,0
filter data points in batch,0
stop if all sentences are empty,0
pass data points through network and decode,0
if anything could possibly be predicted,0
remove previously predicted labels of this type,0
filter data points that have labels outside of dictionary,0
add DefaultClassifier arguments,0
add variables of DefaultClassifier,0
Source: https://github.com/UKPLab/sentence-transformers/blob/master/sentence_transformers/util.py#L23,0
Get projected 1st dimension,0
Compute bilinear form,0
Arcosh,0
Project the input data to n+1 dimensions,0
"The first dimension, is recomputed in the distance module",0
header for 'weights.txt',0
"determine the column index of loss, f-score and accuracy for",0
"train, dev and test split",0
then get all relevant values from the tsv,0
then get all relevant values from the tsv,0
plot i,0
save plots,0
save plots,0
plt.show(),0
save plot,0
auto-spawn on GPU if available,0
progress bar for verbosity,0
stop if all sentences are empty,0
clearing token embeddings to save memory,0
"read Dataset into data loader, if list of sentences passed, make Dataset first",0
TODO: not saving lines yet,1
TODO: This closely shadows the RelationExtractor name. Maybe we need a better name here.,1
- MaskedRelationClassifier ?,0
This depends if this relation classification architecture should replace or offer as an alternative.,0
Set label type and prepare label dictionary,0
Initialize super default classifier,0
Add the special tokens from the encoding strategy,0
"Auto-spawn on GPU, if available",0
Only use entities labelled with the specified labels for each label type,0
Only use entities above the specified threshold,0
Use a dictionary to find gold relation annotations for a given entity pair,0
Yield head and tail entity pairs from the cross product of all entities,0
Remove identity relation entity pairs,0
Remove entity pairs with labels that do not match any,0
of the specified relations in `self.entity_pair_labels`,0
"Obtain gold label, if existing",0
Preserve context around the entities. Always include their in-between context.,0
Some sanity checks,0
Sanity check: Do not create a labeled span if one entity contains the other,0
Pre-compute non-leading head and tail tokens for entity masking,0
We can not use the plaintext of the head/tail span in the sentence as the mask/marker,0
since there may be multiple occurrences of the same entity mentioned in the sentence.,0
"Therefore, we use the span's position in the sentence.",0
Filter cases in which the distance between the two entities is too large,0
Remove excess tokens left and right of entity pair to make encoded sentence shorter,0
Create masked sentence,0
Add gold relation annotation as sentence label,0
"Using the sentence label instead of annotating a separate `Relation` object is easier to manage since,",0
"during prediction, the forward pass does not need any knowledge about the entities in the sentence.",0
"If we sample missing splits, the encoded sentences that correspond to the same original sentences",0
"may get distributed into different splits. For training purposes, this is always undesired.",0
Ensure that all sentences are encoded properly,0
Deal with the case where all sentences are encoded sentences,0
"mypy does not infer the type of ""sentences"" restricted by the if statement",0
Deal with the case where all sentences are standard (non-encoded) sentences,0
"For each encoded sentence, transfer its prediction onto the original relation",0
check if there is a label mismatch,0
"if the gold label is O and is correctly predicted as no label, do not print out as this clutters",0
the output file with trivial predictions,0
auto-spawn on GPU if available,0
pad strings with whitespaces to longest sentence,0
cut up the input into chunks of max charlength = chunk_size,0
push each chunk through the RNN language model,0
concatenate all chunks to make final output,0
initial hidden state,0
get predicted weights,0
divide by temperature,0
"to prevent overflow problem with small temperature values, substract largest value from all",0
this makes a vector in which the largest value is 0,0
compute word weights with exponential function,0
try sampling multinomial distribution for next character,0
print(word_idx),0
input ids,0
push list of character IDs through model,0
the target is always the next character,0
use cross entropy loss to compare output of forward pass with targets,0
exponentiate cross-entropy loss to calculate perplexity,0
"""document_delimiter"" property may be missing in some older pre-trained models",0
serialize the language models and the constructor arguments (but nothing else),0
special handling for deserializing language models,0
re-initialize language model with constructor arguments,0
copy over state dictionary to self,0
"set the language model to eval() by default (this is necessary since FlairEmbeddings ""protect"" the LM",0
"in their ""self.train()"" method)",0
models that were serialized using torch versions older than 1.4.0 lack the _flat_weights_names attribute,0
"check if this is the case and if so, set it",0
Transform input data into TARS format,0
"if there are no labels, return a random sample as negatives",0
"otherwise, go through all labels",0
make sure the probabilities always sum up to 1,0
get and embed all labels by making a Sentence object that contains only the label text,0
get each label embedding and scale between 0 and 1,0
compute similarity matrix,0
"the higher the similarity, the greater the chance that a label is",0
sampled as negative example,0
make label dictionary if no Dictionary object is passed,0
prepare dictionary of tags (without B- I- prefixes and without UNK),0
check if candidate_label_set is empty,0
make list if only one candidate label is passed,0
create label dictionary,0
note current task,0
create a temporary task,0
make zero shot predictions,0
switch to the pre-existing task,0
prepare TARS dictionary,0
initialize a bare-bones sequence tagger,0
transformer separator,0
Store task specific labels since TARS can handle multiple tasks,0
make a tars sentence where all labels are O by default,0
init new TARS classifier,0
set all task information,0
progress bar for verbosity,0
stop if all sentences are empty,0
always remove tags first,0
go through each sentence in the batch,0
always remove tags first,0
get the span and its label,0
determine whether tokens in this span already have a label,0
only add if all tokens have no label,0
make and add a corresponding predicted span,0
set indices so that no token can be tagged twice,0
clearing token embeddings to save memory,0
"all labels default to ""O""",0
set gold token-level,0
set predicted token-level,0
now print labels in CoNLL format,0
prepare TARS dictionary,0
initialize a bare-bones sequence tagger,0
transformer separator,0
Store task specific labels since TARS can handle multiple tasks,0
get the serialized embeddings,0
remap state dict for models serialized with Flair <= 0.11.3,0
init new TARS classifier,0
set all task information,0
with torch.no_grad():,0
progress bar for verbosity,0
stop if all sentences are empty,0
always remove tags first,0
go through each sentence in the batch,0
always remove tags first,0
add all labels that according to TARS match the text and are above threshold,0
do not add labels below confidence threshold,0
only use label with the highest confidence if enforcing single-label predictions,0
add the label with the highest score even if below the threshold if force label is activated.,0
remove previously added labels and only add the best label,0
clearing token embeddings to save memory,0
set separator to concatenate three sentences,0
auto-spawn on GPU if available,0
set separator to concatenate two sentences,0
auto-spawn on GPU if available,0
"If the concatenated version of the text pair does not exist yet, create it",0
pooling operation to get embeddings for entites,0
set embeddings,0
set relation and entity label types,0
"whether to use gold entity pairs, and whether to filter entity pairs by type",0
filter entity pairs according to their tags if set,0
whether to encode characters and whether to use attention (attention can only be used if chars are encoded),0
character dictionary for decoding and encoding,0
make sure <unk> is in dictionary for handling of unknown characters,0
add special symbols to dictionary if necessary and save respective indices,0
---- ENCODER ----,0
encoder character embeddings,0
encoder pre-trained embeddings,0
encoder RNN,0
additional encoder linear layer if bidirectional encoding,0
---- DECODER ----,0
decoder: linear layers to transform vectors to and from alphabet_size,0
when using attention we concatenate attention outcome and decoder hidden states,0
decoder RNN,0
loss and softmax,0
self.unreduced_loss = nn.CrossEntropyLoss(reduction='none')  # for prediction,0
add additional columns for special symbols if necessary,0
initialize with dummy symbols,0
encode inputs,0
get labels (we assume each token has a lemma label),0
get char indices for labels of sentence,0
"(batch_size, max_sequence_length) batch_size = #words in sentence,",0
max_sequence_length = length of longest label of sentence + 1,0
get char embeddings,0
"(batch_size,max_sequence_length,input_size), i.e. replaces char indices with vectors of length input_size",0
take decoder input and initial hidden and pass through RNN,0
"if all encoder outputs are provided, use attention",0
take convex combinations of encoder hidden states as new output using the computed attention coefficients,0
"transform output to vectors of size len(char_dict) -> (batch_size, max_sequence_length, alphabet_size)",0
get all tokens,0
encode input characters by sending them through RNN,0
get one-hots for characters and add special symbols / padding,0
determine length of each token,0
embed sentences,0
"create initial hidden state tensor for batch (num_layers, batch_size, hidden_size)",0
variable to store initial hidden states for decoder,0
encode input characters by sending them through RNN,0
test packing and padding,0
since bidirectional rnn is only used in encoding we need to project outputs to hidden_size of decoder,0
concatenate the final hidden states of the encoder. These will be projected to hidden_size of,0
decoder later with self.emb_to_hidden,0
mask out vectors that correspond to a dummy symbol (TODO: check attention masking),1
use token embedding as initial hidden state for decoder,0
concatenate everything together and project to appropriate size for decoder,0
variable to store initial hidden states for decoder,0
encode input characters by sending them through RNN,0
note that we do not need to fill up with dummy symbols since we process each token seperately,0
embed character one-hots,0
send through encoder RNN (produces initial hidden for decoder),0
since bidirectional rnn is only used in encoding we need to project outputs to hidden_size of decoder,0
project 2*hidden_size to hidden_size,0
concatenate the final hidden states of the encoder. These will be projected to hidden_size of decoder,0
later with self.emb_to_hidden,0
use token embedding as initial hidden state for decoder,0
"create initial hidden state tensor for batch (num_layers, batch_size, hidden_size)",0
concatenate everything together and project to appropriate size for decoder,0
"score vector has to have a certain format for (2d-)loss fct (batch_size, alphabet_size, 1, max_seq_length)",0
"create target vector (batch_size, max_label_seq_length + 1)",0
filter empty sentences,0
max length of the predicted sequences,0
for printing,0
stop if all sentences are empty,0
remove previously predicted labels of this type,0
create list of tokens in batch,0
encode inputs,0
"create input for first pass (batch_size, 1, input_size), first letter is special character <S>",0
sequence length is always set to one in prediction,0
option 1: greedy decoding,0
predictions,0
decode next character,0
pick top beam size many outputs with highest probabilities,0
option 2: beam search,0
out_probs = self.softmax(output_vectors).squeeze(1),0
make sure no dummy symbol <> or start symbol <S> is predicted,0
pick top beam size many outputs with highest probabilities,0
"probabilities, leading_indices = out_probs.topk(self.beam_size, 1)  # max prob along dimension 1",0
"leading_indices and probabilities have size (batch_size, beam_size)",0
keep scores of beam_size many hypothesis for each token in the batch,0
stack all leading indices of all hypothesis and corresponding hidden states in two tensors,0
save sequences so far,0
keep track of how many hypothesis were completed for each token,0
"if all_encoder_outputs returned, expand them to beam size (otherwise keep this as None)",0
decode with log softmax,0
make sure no dummy symbol <> or start symbol <S> is predicted,0
"check if an end symbol <E> has been predicted and, in that case, set hypothesis aside",0
"if the sequence is already ended, do not record as candidate",0
index of token in in list tokens_in_batch,0
print(token_number),0
hypothesis score,0
TODO: remove token if number of completed hypothesis exceeds given value,1
set score of corresponding entry to -inf so it will not be expanded,0
get leading_indices for next expansion,0
find highest scoring hypothesis among beam_size*beam_size possible ones for each token,0
take beam_size many copies of scores vector and add scores of possible new extensions,0
"size (beam_size*batch_size, beam_size)",0
print(hypothesis_scores),0
"reshape to vector of size (batch_size, beam_size*beam_size),",0
each row contains beam_size*beam_size scores of the new possible hypothesis,0
print(hypothesis_scores_per_token),0
"choose beam_size best for each token - size (batch_size, beam_size)",0
out of indices_per_token we now need to recompute the original indices of the hypothesis in,0
a list of length beam_size*batch_size,0
"where the first three inidices belong to the first token, the next three to the second token,",0
and so on,0
with these indices we can compute the tensors for the next iteration,0
expand sequences with corresponding index,0
add log-probabilities to the scores,0
save new leading indices,0
save corresponding hidden states,0
it may happen that no end symbol <E> is predicted for a token in all of the max_length iterations,0
in that case we append one of the final seuqences without end symbol to the final_candidates,0
get best final hypothesis for each token,0
get characters from index sequences and add predicted label to token,0
"Overwrites evaluate of parent class to remove the ""by class"" printout",0
set separator to concatenate two sentences,0
init dropouts,0
auto-spawn on GPU if available,0
make a forward pass to produce embedded data points and labels,0
get their gold labels as a tensor,0
pass data points through network to get encoded data point tensor,0
decode,0
calculate the loss,0
get a tensor of data points,0
do dropout,0
"If the concatenated version of the text pair does not exist yet, create it",0
add Model arguments,0
progress bar for verbosity,0
stop if all sentences are empty,0
clearing token embeddings to save memory,0
"read Dataset into data loader, if list of sentences passed, make Dataset first",0
"if the classifier predicts BIO/BIOES span labels, the internal label dictionary must be computed",0
fields in case this is a span-prediction problem,0
the label type,0
all parameters will be pushed internally to the specified device,0
special handling during training if this is a span prediction problem,0
internal variables,0
non-set tags are OUT tags,0
anything that is not OUT is IN,0
does this prediction start a new span?,0
B- and S- always start new spans,0
"if the predicted class changes, I- starts a new span",0
"if the predicted class changes and S- was previous tag, start a new span",0
if an existing span is ended (either by reaching O or starting a new span),0
reset for-loop variables for new span,0
remember previous tag,0
"if there is a span at end of sentence, add it",0
"all labels default to ""O""",0
set gold token-level,0
set predicted token-level,0
now print labels in CoNLL format,0
print labels in CoNLL format,0
internal candidate lists of generator,0
load Zelda candidates if so passed,0
create candidate lists,0
"if lower casing is enabled, create candidate lists of lower cased versions",0
create a new dictionary for lower cased mentions,0
go through each mention and its candidates,0
"check if backoff mention already seen. If so, add candidates. Else, create new entry.",0
set lowercased version as map,0
"only use span label type if there are predictions, otherwise search for output label type (training labels)",0
remap state dict for models serialized with Flair <= 0.11.3,0
get the candidates,0
"during training, add the gold value as candidate",0
----- Create the internal tag dictionary -----,0
span-labels need special encoding (BIO or BIOES),0
the big question is whether the label dictionary should contain an UNK or not,0
"without UNK, we cannot evaluate on data that contains labels not seen in test",0
"with UNK, the model learns less well if there are no UNK examples",0
is this a span prediction problem?,0
----- Embeddings -----,0
----- Initial loss weights parameters -----,0
----- RNN specific parameters -----,0
----- Conditional Random Field parameters -----,0
"Previously trained models have been trained without an explicit CRF, thus it is required to check",0
whether we are loading a model from state dict in order to skip or add START and STOP token,0
----- Dropout parameters -----,0
dropouts,0
remove word dropout if there is no contact over the sequence dimension.,0
----- Model layers -----,0
----- RNN layer -----,0
"If shared RNN provided, else create one for model",0
Whether to train initial hidden state,0
final linear map to tag space,0
"the loss function is Viterbi if using CRF, else regular Cross Entropy Loss",0
"if using CRF, we also require a CRF and a Viterbi decoder",0
"if there are no sentences, there is no loss",0
forward pass to get scores,0
calculate loss given scores and labels,0
make a zero-padded tensor for the whole sentence,0
linear map to tag space,0
"Depending on whether we are using CRF or a linear layer, scores is either:",0
"-- A tensor of shape (batch size, sequence length, tagset size, tagset size) for CRF",0
"-- A tensor of shape (aggregated sequence length for all sentences in batch, tagset size) for linear layer",0
spans need to be encoded as token-level predictions,0
all others are regular labels for each token,0
make sure it's a list,0
filter empty sentences,0
reverse sort all sequences by their length,0
progress bar for verbosity,0
stop if all sentences are empty,0
get features from forward propagation,0
remove previously predicted labels of this type,0
"if return_loss, get loss value",0
make predictions,0
add predictions to Sentence,0
BIOES-labels need to be converted to spans,0
"token-labels can be added directly (""O"" and legacy ""_"" predictions are skipped)",0
"all_tags will be empty if all_tag_prob is set to False, so the for loop will be avoided",0
core Flair models on Huggingface ModelHub,0
"Large NER models,",0
Multilingual NER models,0
English POS models,0
Multilingual POS models,0
English SRL models,0
English chunking models,0
Language-specific NER models,0
Language-specific POS models,0
Historic German,0
English NER models,0
English SRL models,0
Danish models,0
German models,0
Arabic models,0
French models,0
Dutch models,0
Malayalam models,0
Portuguese models,0
Biomedical models,0
check if model name is a valid local file,0
"check if model key is remapped to HF key - if so, print out information",0
get mapped name,0
"if not, check if model key is remapped to direct download location. If so, download model",0
"for all other cases (not local file or special download location), use HF model hub",0
## Demo: How to use in Flair,0
load tagger,0
make example sentence,0
predict NER tags,0
print sentence,0
print predicted NER spans,0
iterate over entities and print,0
Lazy import,0
Save model weight,0
Determine if model card already exists,0
Generate and save model card,0
Upload files,0
"all labels default to ""O""",0
set gold token-level,0
set predicted token-level,0
now print labels in CoNLL format,0
print labels in CoNLL format,0
Dense + sparse retrieval,0
fetched from original repo to avoid download,0
"just in case we add: fuzzy search, Levenstein, ...",0
"for now we always fall back to SapBERT,",0
but we should train our own models at some point,0
NOTE: Avoid emtpy string if mentions are just punctutations (e.g. `-` or `(`),0
NOTE: Avoid emtpy string if mentions are just punctuations (e.g. `-` or `(`),0
Ab3P works on sentence-level and not on a single entity mention / name,0
- so we just apply the wrapped text pre-processing here (if configured),0
NOTE: ensure correct similarity metric for pretrained model,0
empty cuda cache if device is a cuda device,0
"Sanity conversion: if flair.device was set as a string, convert to torch.device",0
NOTE: This is a hacky workaround for the fact that,1
the `label_type`s in `Classifier.load('hunflair)` are,0
"'diseases', 'genes', 'species', 'chemical' instead of 'ner'.",0
We warn users once they need to update SequenceTagger model,0
See: https://github.com/flairNLP/flair/pull/3387,0
make sure sentences is a list of sentences,0
Make sure entity label types are represented as dict,0
Collect all entities based on entity type labels configuration,0
Preprocess entity mentions,0
Retrieve top-k concept / entity candidates,0
Add a label annotation for each candidate,0
load model by entity_type,0
check if we have a hybrid pre-trained model,0
the multi task model has several labels,0
Add metrics so they will be available to _publish_eval_result.,0
biomedical models,0
entity linker,0
print(match),0
print(span),0
auto-spawn on GPU if available,0
remap state dict for models serialized with Flair <= 0.11.3,0
English sentiment models,0
Communicative Functions Model,0
"If we sample missing splits, the encoded sentences that correspond to the same original sentences",0
"may get distributed into different splits. For training purposes, this is always undesired.",0
Prepend the task description prompt to the sentence text,0
Make sure it's a list,0
Reconstruct all annotations from the original sentence (necessary for learning classifiers),0
If all sentences are not augmented -> augment them,0
"mypy does not infer the type of ""sentences"" restricted by the if statement",0
"mypy does not infer the type of ""sentences"" restricted by code above",0
Compute prediction label type,0
make sure it's a list,0
"If all sentences are already augmented (i.e. compatible with this class), just forward the sentences",0
"mypy does not infer the type of ""sentences"" restricted by the if statement",0
Remove existing labels,0
Augment sentences - copy all annotation of the given tag type,0
Predict on augmented sentence and store it in an internal annotation layer / label,0
Append predicted labels to the original sentences,0
check if model name is a valid local file,0
check if model name is a pre-configured hf model,0
"scores_at_targets[range(features.shape[0]), lengths.values -1]",0
Squeeze crf scores matrices in 1-dim shape and gather scores at targets by matrix indices,0
"Initially, get scores from <start> tag to all other tags",0
"We add scores at current timestep to scores accumulated up to previous timestep, and log-sum-exp",0
"Remember, the cur_tag of the previous timestep is the prev_tag of this timestep",0
Create a tensor to hold accumulated sequence scores at each current tag,0
Create a tensor to hold back-pointers,0
"i.e., indices of the previous_tag that corresponds to maximum accumulated score at current tag",0
"Let pads be the <end> tag index, since that was the last tag in the decoded sequence",0
"We add scores at current timestep to scores accumulated up to previous timestep, and",0
choose the previous timestep that corresponds to the max. accumulated score for each current timestep,0
"If sentence is over, add transition to STOP-tag",0
Decode/trace best path backwards,0
Sanity check,0
remove start-tag and backscore to stop-tag,0
Max + Softmax to get confidence score for predicted label and append label to each token,0
"Transitions are used in the following way: transitions[to, from].",0
"If we are not using a pretrained model and train a fresh one, we need to set transitions from any tag",0
to START-tag and from STOP-tag to any other tag to -10000.,0
"if necessary, make batch_steps",0
break up the batch into slices of size,0
mini_batch_chunk_size,0
"if training also uses dev/train data, include in training set",0
evaluation and monitoring,0
sampling and shuffling,0
evaluation and monitoring,0
when and what to save,0
logging parameters,0
acceleration,0
plugins,0
activate annealing plugin,0
call self.train_custom with all parameters (minus the ones specific to the AnnealingPlugin),0
training parameters,0
evaluation and monitoring,0
sampling and shuffling,0
evaluation and monitoring,0
when and what to save,0
logging parameters,0
acceleration,0
plugins,0
annealing logic,0
training parameters,0
evaluation and monitoring,0
sampling and shuffling,0
evaluation and monitoring,0
when and what to save,0
logging parameters,0
acceleration,0
plugins,0
training parameters,0
evaluation and monitoring,0
sampling and shuffling,0
evaluation and monitoring,0
when and what to save,0
logging parameters,0
acceleration,0
plugins,0
Create output folder,0
=== START BLOCK: ACTIVATE PLUGINS === #,0
We first activate all optional plugins. These take care of optional functionality such as various,0
logging techniques and checkpointing,0
log file plugin,0
loss file plugin,0
plugin for writing weights,0
plugin for checkpointing,0
=== END BLOCK: ACTIVATE PLUGINS === #,0
derive parameters the function was called with (or defaults),0
initialize model card with these parameters,0
Prepare training data and get dataset size,0
"determine what splits (train, dev, test) to evaluate",0
determine how to determine best model and whether to save it,0
instantiate the optimizer,0
initialize sampler if provided,0
init with default values if only class is provided,0
set dataset to sample from,0
configure special behavior to use multiple GPUs,0
Guard against each process initializing corpus differently due to e.g. different random seeds,0
this field stores the names of all dynamic embeddings in the model (determined after first forward pass),0
Sanity checks,0
"Sanity conversion: if flair.device was set as a string, convert to torch.device",0
-- AmpPlugin -> wraps with AMP,0
-- AnnealingPlugin -> initialize schedulers (requires instantiated optimizer),0
At any point you can hit Ctrl + C to break out of training early.,0
"- SchedulerPlugin -> load state for anneal_with_restarts, batch_growth_annealing, logic for early stopping",0
- LossFilePlugin -> get the current epoch for loss file logging,0
"if shuffle_first_epoch==False, the first epoch is not shuffled",0
log infos on training progress every `log_modulo` batches,0
process mini-batches,0
zero the gradients on the model and optimizer,0
forward and backward for batch,0
forward pass,0
We need to __call__ ddp_model() because this triggers hooks that sync gradients.,0
But that calls forward rather than forward_loss. So we patch forward to redirect,0
to forward_loss. Then undo the patch in case forward_loss itself calls forward.,0
identify dynamic embeddings (always deleted) on first sentence,0
"depending on memory mode, embeddings are moved to CPU, GPU or deleted",0
do the optimizer step,0
DDP averages across processes but we want the sum,0
- SchedulerPlugin -> do the scheduler step if one-cycle or linear decay,0
- WeightExtractorPlugin -> extracts weights,0
- CheckpointPlugin -> executes save_model_each_k_epochs,0
- SchedulerPlugin -> log bad epochs,0
Determine if this is the best model or if we need to anneal,0
log results,0
"depending on memory mode, embeddings are moved to CPU, GPU or deleted",0
use DEV split to determine if this is the best model so far,0
"if not using DEV score, determine best model using train loss",0
- LossFilePlugin -> somehow prints all relevant metrics,0
- AnnealPlugin -> scheduler step,0
- SWAPlugin -> restores SGD weights from SWA,0
"if we do not use dev data for model selection, save final model",0
TensorboardLogger -> closes writer,0
test best model if test data is present,0
get and return the final test score of best model,0
MetricHistoryPlugin -> stores the loss history in return_values,0
