File,Index,Comment,Detected Smells
ludwig_satd.csv,1832,TODO(#1673): Need some more logic here for validating against output features,Black Cloud Effect
ludwig_satd.csv,1922,"TODO(Arnav): Seems like doing this again and going between these format types in unnecessary, but",Black Cloud Effect
ludwig_satd.csv,2109,TODO(#1673): Need some more logic here for validating against output features,Black Cloud Effect
ludwig_satd.csv,2197,"TODO(Arnav): Seems like doing this again and going between these format types in unnecessary, but",Black Cloud Effect
ludwig_satd.csv,2387,TODO(#1673): Need some more logic here for validating against output features,Black Cloud Effect
ludwig_satd.csv,2475,"TODO(Arnav): Seems like doing this again and going between these format types in unnecessary, but",Black Cloud Effect
ludwig_satd.csv,2662,TODO(#1673): Need some more logic here for validating against output features,Black Cloud Effect
ludwig_satd.csv,2753,"TODO(Arnav): Seems like doing this again and going between these format types in unnecessary, but",Black Cloud Effect
ludwig_satd.csv,2935,TODO(#1673): Need some more logic here for validating against output features,Black Cloud Effect
ludwig_satd.csv,3022,"TODO(Arnav): Seems like doing this again and going between these format types in unnecessary, but",Black Cloud Effect
ludwig_satd.csv,3201,TODO(#1673): Need some more logic here for validating against output features,Black Cloud Effect
ludwig_satd.csv,3284,"TODO(Arnav): Seems like doing this again and going between these format types in unnecessary, but",Black Cloud Effect
ludwig_satd.csv,3461,TODO(#1673): Need some more logic here for validating against output features,Black Cloud Effect
ludwig_satd.csv,3545,"TODO(Arnav): Seems like doing this again and going between these format types in unnecessary, but",Black Cloud Effect
ludwig_satd.csv,3717,TODO(#1673): Need some more logic here for validating against output features,Black Cloud Effect
ludwig_satd.csv,3798,"TODO(Arnav): Seems like doing this again and going between these format types in unnecessary, but",Black Cloud Effect
ludwig_satd.csv,3970,TODO(#1673): Need some more logic here for validating against output features,Black Cloud Effect
ludwig_satd.csv,4049,"TODO(Arnav): Seems like doing this again and going between these format types in unnecessary, but",Black Cloud Effect
ludwig_satd.csv,4221,TODO(#1673): Need some more logic here for validating against output features,Black Cloud Effect
ludwig_satd.csv,4300,"TODO(Arnav): Seems like doing this again and going between these format types in unnecessary, but",Black Cloud Effect
ludwig_satd.csv,4472,TODO(#1673): Need some more logic here for validating against output features,Black Cloud Effect
ludwig_satd.csv,4550,"TODO(Arnav): Seems like doing this again and going between these format types in unnecessary, but",Black Cloud Effect
ludwig_satd.csv,4702,TODO(#1673): Need some more logic here for validating against output features,Black Cloud Effect
ludwig_satd.csv,4897,TODO(#1673): Need some more logic here for validating against output features,Black Cloud Effect
ludwig_satd.csv,5092,TODO(#1673): Need some more logic here for validating against output features,Black Cloud Effect
ludwig_satd.csv,5285,TODO(#1673): Need some more logic here for validating against output features,Black Cloud Effect
ludwig_satd.csv,5478,TODO(#1673): Need some more logic here for validating against output features,Black Cloud Effect
ludwig_satd.csv,5671,TODO(#1673): Need some more logic here for validating against output features,Black Cloud Effect
ludwig_satd.csv,5863,TODO(#1673): Need some more logic here for validating against output features,Black Cloud Effect
ludwig_satd.csv,6032,TODO(#1673): Need some more logic here for validating against output features,Black Cloud Effect
ludwig_satd.csv,6186,TODO(#1673): Need some more logic here for validating against output features,Black Cloud Effect
ludwig_satd.csv,6340,TODO(#1673): Need some more logic here for validating against output features,Black Cloud Effect
ludwig_satd.csv,6493,TODO(#1673): Need some more logic here for validating against output features,Black Cloud Effect
ludwig_satd.csv,6643,TODO(#1673): Need some more logic here for validating against output features,Black Cloud Effect
ludwig_satd.csv,6794,TODO(#1673): Need some more logic here for validating against output features,Black Cloud Effect
ludwig_satd.csv,6945,TODO(#1673): Need some more logic here for validating against output features,Black Cloud Effect
ludwig_satd.csv,7090,TODO(#1673): Need some more logic here for validating against output features,Black Cloud Effect
ludwig_satd.csv,7214,TODO(#1673): Need some more logic here for validating against output features,Black Cloud Effect
ludwig_satd.csv,7338,TODO(#1673): Need some more logic here for validating against output features,Black Cloud Effect
ludwig_satd.csv,7462,TODO(#1673): Need some more logic here for validating against output features,Black Cloud Effect
ludwig_satd.csv,7587,TODO(#1673): Need some more logic here for validating against output features,Black Cloud Effect
ludwig_satd.csv,7731,TODO(#1673): Need some more logic here for validating against output features,Black Cloud Effect
OpenVINO-model-server_satd.csv,353,TODO test against maximum values,Black Cloud Effect
interpret_satd.csv,127,"TODO: bump this up to something like 10 again, but ONLY after we've standardized",Black Cloud Effect
interpret_satd.csv,425,"TODO: bump this up to something like 10 again, but ONLY after we've standardized",Black Cloud Effect
interpret_satd.csv,724,"TODO: bump this up to something like 10 again, but ONLY after we've standardized",Black Cloud Effect
interpret_satd.csv,1017,"TODO: bump this up to something like 10 again, but ONLY after we've standardized",Black Cloud Effect
interpret_satd.csv,1309,"TODO: bump this up to something like 10 again, but ONLY after we've standardized",Black Cloud Effect
interpret_satd.csv,1595,"TODO: bump this up to something like 10 again, but ONLY after we've standardized",Black Cloud Effect
interpret_satd.csv,1888,"TODO: bump this up to something like 10 again, but ONLY after we've standardized",Black Cloud Effect
interpret_satd.csv,2181,"TODO: bump this up to something like 10 again, but ONLY after we've standardized",Black Cloud Effect
interpret_satd.csv,2470,"TODO: bump this up to something like 10 again, but ONLY after we've standardized",Black Cloud Effect
interpret_satd.csv,2752,"TODO: bump this up to something like 10 again, but ONLY after we've standardized",Black Cloud Effect
interpret_satd.csv,3029,"TODO: bump this up to something like 10 again, but ONLY after we've standardized",Black Cloud Effect
interpret_satd.csv,3305,"TODO: bump this up to something like 10 again, but ONLY after we've standardized",Black Cloud Effect
interpret_satd.csv,3586,"TODO: bump this up to something like 10 again, but ONLY after we've standardized",Black Cloud Effect
interpret_satd.csv,3874,"TODO: bump this up to something like 10 again, but ONLY after we've standardized",Black Cloud Effect
interpret_satd.csv,4162,"TODO: bump this up to something like 10 again, but ONLY after we've standardized",Black Cloud Effect
interpret_satd.csv,4455,"TODO: bump this up to something like 10 again, but ONLY after we've standardized",Black Cloud Effect
interpret_satd.csv,4745,"TODO: bump this up to something like 10 again, but ONLY after we've standardized",Black Cloud Effect
interpret_satd.csv,5767,TODO PK do this once during construction so that we don't have to do it again,Black Cloud Effect
interpret_satd.csv,6016,TODO PK do this once during construction so that we don't have to do it again,Black Cloud Effect
interpret_satd.csv,6263,TODO PK do this once during construction so that we don't have to do it again,Black Cloud Effect
interpret_satd.csv,6494,TODO PK do this once during construction so that we don't have to do it again,Black Cloud Effect
interpret_satd.csv,6707,TODO PK do this once during construction so that we don't have to do it again,Black Cloud Effect
interpret_satd.csv,6919,TODO PK do this once during construction so that we don't have to do it again,Black Cloud Effect
interpret_satd.csv,7126,TODO PK do this once during construction so that we don't have to do it again,Black Cloud Effect
interpret_satd.csv,7347,TODO PK do this once during construction so that we don't have to do it again,Black Cloud Effect
interpret_satd.csv,7555,TODO PK do this once during construction so that we don't have to do it again,Black Cloud Effect
interpret_satd.csv,7683,TODO PK do this once during construction so that we don't have to do it again,Black Cloud Effect
interpret_satd.csv,7814,TODO PK do this once during construction so that we don't have to do it again,Black Cloud Effect
interpret_satd.csv,7885,"TODO : we're calculating exp(predictionScore) above, and then again in ComputeClassificationResidualErrorMulticlass.  exp(..) is expensive so we should just do it once instead and store the result in a small memory array here",Black Cloud Effect
interpret_satd.csv,7890,"TODO : we're calculating exp(predictionScore) above, and then again in ComputeClassificationResidualErrorMulticlass.  exp(..) is expensive so we should just do it once instead and store the result in a small memory array here",Black Cloud Effect
interpret_satd.csv,7967,"TODO : we're calculating exp(predictionScore) above, and then again in ComputeClassificationResidualErrorMulticlass.  exp(..) is expensive so we should just do it once instead and store the result in a small memory array here",Black Cloud Effect
interpret_satd.csv,7972,"TODO : we're calculating exp(predictionScore) above, and then again in ComputeClassificationResidualErrorMulticlass.  exp(..) is expensive so we should just do it once instead and store the result in a small memory array here",Black Cloud Effect
interpret_satd.csv,8053,"TODO : we're calculating exp(predictionScore) above, and then again in ComputeClassificationResidualErrorMulticlass.  exp(..) is expensive so we should just do it once instead and store the result in a small memory array here",Black Cloud Effect
interpret_satd.csv,8058,"TODO : we're calculating exp(predictionScore) above, and then again in ComputeClassificationResidualErrorMulticlass.  exp(..) is expensive so we should just do it once instead and store the result in a small memory array here",Black Cloud Effect
interpret_satd.csv,8142,"TODO : we're calculating exp(predictionScore) above, and then again in ComputeClassificationResidualErrorMulticlass.  exp(..) is expensive so we should just do it once instead and store the result in a small memory array here",Black Cloud Effect
interpret_satd.csv,8147,"TODO : we're calculating exp(predictionScore) above, and then again in ComputeClassificationResidualErrorMulticlass.  exp(..) is expensive so we should just do it once instead and store the result in a small memory array here",Black Cloud Effect
interpret_satd.csv,8226,"TODO : we're calculating exp(predictionScore) above, and then again in ComputeClassificationResidualErrorMulticlass.  exp(..) is expensive so we should just do it once instead and store the result in a small memory array here",Black Cloud Effect
interpret_satd.csv,8231,"TODO : we're calculating exp(predictionScore) above, and then again in ComputeClassificationResidualErrorMulticlass.  exp(..) is expensive so we should just do it once instead and store the result in a small memory array here",Black Cloud Effect
interpret_satd.csv,8306,"TODO : we're calculating exp(predictionScore) above, and then again in ComputeClassificationResidualErrorMulticlass.  exp(..) is expensive so we should just do it once instead and store the result in a small memory array here",Black Cloud Effect
interpret_satd.csv,8311,"TODO : we're calculating exp(predictionScore) above, and then again in ComputeClassificationResidualErrorMulticlass.  exp(..) is expensive so we should just do it once instead and store the result in a small memory array here",Black Cloud Effect
interpret_satd.csv,8388,"TODO : we're calculating exp(predictionScore) above, and then again in ComputeClassificationResidualErrorMulticlass.  exp(..) is expensive so we should just do it once instead and store the result in a small memory array here",Black Cloud Effect
interpret_satd.csv,8393,"TODO : we're calculating exp(predictionScore) above, and then again in ComputeClassificationResidualErrorMulticlass.  exp(..) is expensive so we should just do it once instead and store the result in a small memory array here",Black Cloud Effect
interpret_satd.csv,8464,"TODO : we're calculating exp(predictionScore) above, and then again in ComputeClassificationResidualErrorMulticlass.  exp(..) is expensive so we should just do it once instead and store the result in a small memory array here",Black Cloud Effect
interpret_satd.csv,8469,"TODO : we're calculating exp(predictionScore) above, and then again in ComputeClassificationResidualErrorMulticlass.  exp(..) is expensive so we should just do it once instead and store the result in a small memory array here",Black Cloud Effect
interpret_satd.csv,8535,"TODO : we're calculating exp(predictionScore) above, and then again in ComputeClassificationResidualErrorMulticlass.  exp(..) is expensive so we should just do it once instead and store the result in a small memory array here",Black Cloud Effect
interpret_satd.csv,8540,"TODO : we're calculating exp(predictionScore) above, and then again in ComputeClassificationResidualErrorMulticlass.  exp(..) is expensive so we should just do it once instead and store the result in a small memory array here",Black Cloud Effect
interpret_satd.csv,8609,"TODO : we're calculating exp(predictionScore) above, and then again in ComputeClassificationResidualErrorMulticlass.  exp(..) is expensive so we should just do it once instead and store the result in a small memory array here",Black Cloud Effect
interpret_satd.csv,8614,"TODO : we're calculating exp(predictionScore) above, and then again in ComputeClassificationResidualErrorMulticlass.  exp(..) is expensive so we should just do it once instead and store the result in a small memory array here",Black Cloud Effect
interpret_satd.csv,8680,"TODO : we're calculating exp(predictionScore) above, and then again in ComputeClassificationResidualErrorMulticlass.  exp(..) is expensive so we should just do it once instead and store the result in a small memory array here",Black Cloud Effect
EconML_satd.csv,31,For some reason this doesn't work at all when run against the CNTK backend...,Black Cloud Effect
EconML_satd.csv,113,For some reason this doesn't work at all when run against the CNTK backend...,Black Cloud Effect
EconML_satd.csv,195,For some reason this doesn't work at all when run against the CNTK backend...,Black Cloud Effect
EconML_satd.csv,276,For some reason this doesn't work at all when run against the CNTK backend...,Black Cloud Effect
EconML_satd.csv,357,For some reason this doesn't work at all when run against the CNTK backend...,Black Cloud Effect
EconML_satd.csv,435,For some reason this doesn't work at all when run against the CNTK backend...,Black Cloud Effect
EconML_satd.csv,514,For some reason this doesn't work at all when run against the CNTK backend...,Black Cloud Effect
EconML_satd.csv,591,For some reason this doesn't work at all when run against the CNTK backend...,Black Cloud Effect
EconML_satd.csv,665,For some reason this doesn't work at all when run against the CNTK backend...,Black Cloud Effect
EconML_satd.csv,739,For some reason this doesn't work at all when run against the CNTK backend...,Black Cloud Effect
EconML_satd.csv,813,For some reason this doesn't work at all when run against the CNTK backend...,Black Cloud Effect
EconML_satd.csv,887,For some reason this doesn't work at all when run against the CNTK backend...,Black Cloud Effect
EconML_satd.csv,960,For some reason this doesn't work at all when run against the CNTK backend...,Black Cloud Effect
EconML_satd.csv,1033,For some reason this doesn't work at all when run against the CNTK backend...,Black Cloud Effect
EconML_satd.csv,1104,For some reason this doesn't work at all when run against the CNTK backend...,Black Cloud Effect
EconML_satd.csv,1174,For some reason this doesn't work at all when run against the CNTK backend...,Black Cloud Effect
EconML_satd.csv,1244,For some reason this doesn't work at all when run against the CNTK backend...,Black Cloud Effect
EconML_satd.csv,1301,For some reason this doesn't work at all when run against the CNTK backend...,Black Cloud Effect
EconML_satd.csv,1361,For some reason this doesn't work at all when run against the CNTK backend...,Black Cloud Effect
EconML_satd.csv,1421,For some reason this doesn't work at all when run against the CNTK backend...,Black Cloud Effect
EconML_satd.csv,1481,For some reason this doesn't work at all when run against the CNTK backend...,Black Cloud Effect
EconML_satd.csv,1561,For some reason this doesn't work at all when run against the CNTK backend...,Black Cloud Effect
EconML_satd.csv,1621,For some reason this doesn't work at all when run against the CNTK backend...,Black Cloud Effect
EconML_satd.csv,1679,For some reason this doesn't work at all when run against the CNTK backend...,Black Cloud Effect
EconML_satd.csv,1735,For some reason this doesn't work at all when run against the CNTK backend...,Black Cloud Effect
EconML_satd.csv,1790,For some reason this doesn't work at all when run against the CNTK backend...,Black Cloud Effect
EconML_satd.csv,1838,For some reason this doesn't work at all when run against the CNTK backend...,Black Cloud Effect
EconML_satd.csv,1881,For some reason this doesn't work at all when run against the CNTK backend...,Black Cloud Effect
EconML_satd.csv,1926,For some reason this doesn't work at all when run against the CNTK backend...,Black Cloud Effect
EconML_satd.csv,1969,For some reason this doesn't work at all when run against the CNTK backend...,Black Cloud Effect
EconML_satd.csv,2004,For some reason this doesn't work at all when run against the CNTK backend...,Black Cloud Effect
EconML_satd.csv,2038,For some reason this doesn't work at all when run against the CNTK backend...,Black Cloud Effect
EconML_satd.csv,2072,For some reason this doesn't work at all when run against the CNTK backend...,Black Cloud Effect
compromise_satd.csv,1704,"[""twenty hundred"", null], //? there's an idiomatic rule against this, though technically fine.",Black Cloud Effect
compromise_satd.csv,1706,"[""twenty hundred"", null], //? there's an idiomatic rule against this, though technically fine.",Black Cloud Effect
